FF,MF,RF,Label
0.50341191051383,0.24968982622528232,0.24689826295071396,高齢者
0.5787155961179026,0.19963302744967595,0.22165137606544905,高齢者
0.5866514976918273,0.19795221835496693,0.21539628357398702,高齢者
0.5505341000203229,0.21405094485864795,0.23541495471018287,高齢者
0.530032467317357,0.21225649342035047,0.25771103885644847,高齢者
0.46223316893996996,0.21551724129083857,0.3222495893586825,高齢者
0.4568106310395305,0.21719269093970403,0.3259966776054831,高齢者
0.49102058673192267,0.22864651763966426,0.28033289519039295,高齢者
0.5522696009104988,0.17916093528914687,0.2685694634564754,高齢者
0.7160407157893856,0.10775710771928498,0.17620217614032918,高齢者
0.6606217614440992,0.17001295331281965,0.169365284919247,高齢者
0.6945324878389333,0.17630744842460086,0.1291600633402694,高齢者
0.6240115022918722,0.1869158877832797,0.18907260956539446,高齢者
0.6280726752304693,0.18525115775374024,0.18667616665953823,高齢者
0.7004984138194389,0.13819664696955294,0.16130493875790444,高齢者
0.618310767047611,0.167956157263715,0.2137330753663014,高齢者
0.6280909988037946,0.11144081763552892,0.26046818323096993,高齢者
0.6080222396314447,0.17911040501226752,0.21286735495914721,高齢者
0.6198766773232222,0.18933623496941016,0.19078708734465466,高齢者
0.8275079433374908,0.021334543794219455,0.15115751241436337,高齢者
0.8433456558025205,0.02079482438965119,0.13585951934572113,高齢者
0.7855308215815365,0.09332191776826973,0.12114726022211163,高齢者
0.7947346767607015,0.08926367746225271,0.11600164536569246,高齢者
0.7828089022322299,0.11051419796219716,0.1066768994218431,高齢者
0.788781431029485,0.1040618955110012,0.10715667307266667,高齢者
0.7822085886571286,0.11234662572379348,0.10544478523564234,高齢者
0.7819087770096173,0.11230356454108718,0.10578765806600704,高齢者
0.7821250476478232,0.11238971994154595,0.10548523202704825,高齢者
0.7741935480932852,0.12182163183232576,0.10398481969488242,高齢者
0.6597671407956769,0.17302716682631722,0.16720569205459065,高齢者
0.6574282949863267,0.17628101831251014,0.1662906863788944,高齢者
0.7583459784680023,0.044006069786037154,0.1976479513665979,高齢者
0.6004299752455682,0.16001228496314118,0.2395577394841653,高齢者
0.7307046976800736,0.02307046978898051,0.24622483211148288,高齢者
0.7611496527447227,0.023785926648272584,0.2150644201114646,高齢者
0.7882236512675785,0.021771400286110142,0.1900049479515067,高齢者
0.7864298721373271,0.01912568305139996,0.19444444435589964,高齢者
0.7881205670265423,0.018173758857192485,0.19370567367300282,高齢者
0.8063364565790556,0.019187862552794352,0.17447568042192071,高齢者
0.8036509346377334,0.017809438994742015,0.1785396259222887,高齢者
0.7858439197886371,0.021324863874172022,0.1928312158834704,高齢者
0.7251286446290186,0.02315608918389533,0.25171526575826964,高齢者
0.7452830185331164,0.017520215625552466,0.23719676539209492,高齢者
0.7754545451020661,0.017272727264876032,0.20727272717851242,高齢者
0.7299477927242773,0.017085904120984385,0.25296630268012993,高齢者
0.6604798548390766,0.016749660472272675,0.3227704842359572,高齢者
0.6160635478305104,0.017652250654169352,0.36628420107401405,高齢者
0.5424988385775668,0.021365536450828827,0.4361356245071363,高齢者
0.5997273963654124,0.022716946832023195,0.3775556563482255,高齢者
0.6127012519621193,0.02101967798702161,0.36627906960363193,高齢者
0.6845351040395944,0.017077798853378654,0.29838709663264373,高齢者
0.6663611362665623,0.016498625107012548,0.3171402381681301,高齢者
0.6778338684360561,0.018815970620093634,0.30335016048492425,高齢者
0.6815227480587174,0.018105849573767017,0.30037140190326306,高齢者
0.6743014197552445,0.020155748960075243,0.30554283082659517,高齢者
0.6846011128550088,0.01948051947148399,0.2959183672096854,高齢者
0.6861552849924438,0.018241347044788893,0.2956033674950405,高齢者
0.6779739773801237,0.019052044600812248,0.30297397755438016,高齢者
0.682264856957293,0.01824988300503047,0.2994852595697308,高齢者
0.6756630988014597,0.018613308506927266,0.3057235922262803,高齢者
0.6807511733893188,0.0183098591463334,0.30093896699486433,高齢者
0.6908831905551363,0.017568850893841952,0.29154795807618805,高齢者
0.6959847033001986,0.017208412993686226,0.2868068832281038,高齢者
0.6932251905089575,0.017652671747303117,0.2891221372666402,高齢者
0.6889838553233695,0.017568850893841952,0.29344729330795477,高齢者
0.6873814038484908,0.017552182154861394,0.29506641352226454,高齢者
0.68934348206977,0.01712654613837938,0.29352997131611325,高齢者
0.6799812026879788,0.017387218036942098,0.30263157880515434,高齢者
0.6755493217973122,0.01729780270346059,0.3071528750317191,高齢者
0.6194158072940654,0.01804123710565239,0.362542955170729,高齢者
0.6023440767675412,0.019254918367829672,0.37840100444604396,高齢者
0.596265559918562,0.019502074680704536,0.3842323649857957,高齢者
0.5985006244904204,0.019158683873736492,0.38234069121935,高齢者
0.6027684561229998,0.019295302005329154,0.37793624145220794,高齢者
0.6079593562201696,0.01820491108458725,0.3738357322718731,高齢者
0.6098597532469785,0.018274543128655105,0.3718657031993771,高齢者
0.6147260271341071,0.01797945204709784,0.367294520390713,高齢者
0.6183304644499439,0.016781411352503696,0.3648881237672599,高齢者
0.6114188322916835,0.017895185335366347,0.37068598194687435,高齢者
0.6124626544547749,0.01792573622794463,0.36961160889047734,高齢者
0.6165736364892342,0.0171747531055497,0.3662516099758473,高齢者
0.6156156153515163,0.017589017581471893,0.36679536663801143,高齢者
0.6092687072239504,0.017857142849550537,0.372874149501329,高齢者
0.6105666806090471,0.017895185335366347,0.3715381336295108,高齢者
0.616244090839603,0.017189514388831324,0.366566394341828,高齢者
0.6176724135268654,0.0172413793029132,0.365086206739187,高齢者
0.6297760208037875,0.016249451024923388,0.35397452773211485,高齢者
0.6439155812106352,0.01661427929204568,0.33947013904828466,高齢者
0.677998111105761,0.016997167130785095,0.30500472129131034,高齢者
0.6818613482042444,0.01614434947001693,0.3019943018509049,高齢者
0.6652758457740956,0.01668984700199822,0.31803430676029937,高齢者
0.6708742399855661,0.01729780270346059,0.3118279568434652,高齢者
0.6859188540878669,0.016229116937360805,0.29785202849744535,高齢者
0.6844613914754712,0.01620591038312397,0.2993326976647604,高齢者
0.6789598105536834,0.016548463349149663,0.30449172562435384,高齢者
0.6772062290338811,0.01651722509838734,0.306276545395811,高齢者
0.6854684509151681,0.016252390049592547,0.298279158557228,高齢者
0.6746591440175557,0.01598495532863895,0.30935590018365966,高齢者
0.6599171649056985,0.016106764833821095,0.32397606980028715,高齢者
0.6287845543533197,0.015357612981413948,0.3558578322264775,高齢者
0.6259842516946701,0.016185476808317816,0.35783027105956683,高齢者
0.6263688126910343,0.01620674550319459,0.35742444136775103,高齢者
0.6237450892083173,0.01615015276466602,0.36010475759052607,高齢者
0.620869564947448,0.01652173912325142,0.36260869549451796,高齢者
0.6183868167309684,0.017346053765244555,0.3642671290701357,高齢者
0.6075841497198193,0.018747337018002838,0.3736685128361021,高齢者
0.6059574465506564,0.018723404247351742,0.37531914877645994,高齢者
0.5803425772510838,0.019983686778146947,0.39967373556293895,高齢者
0.5766423355325863,0.021492295206207504,0.4018653688556913,高齢者
0.5695390779280405,0.02164328656447163,0.40881763510668634,高齢者
0.5688550838395297,0.022818254594548337,0.40832666116560185,高齢者
0.5732741216902406,0.022204279361241714,0.4045215985448036,高齢者
0.5848434923456164,0.02141680394505074,0.3937397032974713,高齢者
0.5914202413196917,0.020408163256806264,0.38817159500700893,高齢者
0.6211261455167498,0.01745962461044975,0.36141422943630985,高齢者
0.6832535881898308,0.016746411475240953,0.29999999985645937,高齢者
0.6591014355446496,0.017600741075682845,0.3232978229164901,高齢者
0.6184668986853368,0.027003484308796392,0.35452961657032683,高齢者
0.5956284150501773,0.040773434198918275,0.36359815033055987,高齢者
0.6000848173875807,0.03562340965410373,0.3642917725342274,高齢者
0.5942881139881192,0.0340193195993199,0.3716925659925693,高齢者
0.604531850960012,0.03548525009171216,0.35998289852074267,高齢者
0.6159199649343541,0.030448020865398863,0.35363201376527537,高齢者
0.6185072018251824,0.0279353993767196,0.35355739836160743,高齢者
0.6149500214624294,0.028248587558344813,0.35680139054463217,高齢者
0.6167247384073499,0.027003484308796392,0.3562717768483137,高齢者
0.6188811186106289,0.025786713275442873,0.3553321676768653,高齢者
0.6225252966904861,0.022437307513226,0.3550373953563408,高齢者
0.6271036312546042,0.018600531435517924,0.35429583686700805,高齢者
0.6271036312546042,0.019043401231601684,0.3538529670709243,高齢者
0.6281028366010183,0.018173758857192485,0.3537234040985269,高齢者
0.6293830445497635,0.017754105629048333,0.35286284937733564,高齢者
0.6671374761454155,0.017890772119637115,0.3149717512641376,高齢者
0.6855072460456487,0.017874396126630727,0.2966183573446288,高齢者
0.6799233346047325,0.017249640624221543,0.30282702429188935,高齢者
0.6888027141595722,0.017450315066674594,0.2937469702890223,高齢者
0.7037949725461828,0.015771315911399054,0.28043371104956444,高齢者
0.7095497275064078,0.01583374566262556,0.274616526336162,高齢者
0.7094861656573684,0.015810276672030495,0.27470355717652983,高齢者
0.6968810912783231,0.01510721246827134,0.2880116957660762,高齢者
0.6864161846404546,0.015414258181399684,0.2981695566964501,高齢者
0.6975609752694825,0.01560975608994646,0.2868292681527662,高齢者
0.7078596140841029,0.01532377656187653,0.27681660885970505,高齢者
0.6712264147777234,0.015566037728506586,0.31320754702207193,高齢者
0.629924745183743,0.015050907474523725,0.35502434689905965,高齢者
0.6885562526853906,0.015451472711032607,0.2959922741207184,高齢者
0.7092337914001798,0.015225933194879207,0.2755402749137818,高齢者
0.7189510139935917,0.01484413655871146,0.2662048489528922,高齢者
0.717326732318155,0.01485148514116263,0.2678217820456328,高齢者
0.7127344517706148,0.01480750246060834,0.27245804527519346,高齢者
0.7061425057955073,0.015233415225929525,0.2786240784871626,高齢者
0.701171874657631,0.015136718742609025,0.2836914061114788,高齢者
0.698104034663051,0.015070490998993442,0.2868254738518107,高齢者
0.693759070781926,0.015481373964450231,0.2907595547698309,高齢者
0.7034313722042003,0.01519607842392349,0.2813725488816801,高齢者
0.70053737142133,0.01465559354437929,0.28480703454577083,高齢者
0.6878001917926032,0.014889529291599651,0.2973102784354898,高齢者
0.6889423073610854,0.014903846146680845,0.2961538460114645,高齢者
0.6991711356903115,0.014627011206910283,0.2862018526152112,高齢者
0.7030867218505209,0.015188633015586166,0.28172464464393693,高齢者
0.6969844354586652,0.015564202327060213,0.2874513617278933,高齢者
0.7030867218505209,0.015188633015586166,0.28172464464393693,高齢者
0.6990243899029149,0.01560975608994646,0.28536585351933375,高齢者
0.7036310104496413,0.015701668294552665,0.2806673207651289,高齢者
0.7089294520429553,0.01480019732866295,0.27627035013504175,高齢者
0.7082306551462638,0.014785608666936614,0.2769837356939459,高齢者
0.7082306551462638,0.014292755044705393,0.27747658931617714,高齢者
0.6974259345811433,0.01505585234820017,0.2875182125849839,高齢者
0.6517615173207942,0.015808491411107278,0.3324299908164273,高齢者
0.6553133512010385,0.01771117165408212,0.32697547669074684,高齢者
0.6680497922231213,0.021207929911845124,0.3107422774039916,高齢者
0.6671270715160557,0.03637200734973665,0.2965009206738025,高齢者
0.6590493598450414,0.04661791588362984,0.2943327238142904,高齢者
0.6498194942915977,0.0568592057505148,0.293321299506624,高齢者
0.6416778221143785,0.06425702808377642,0.29406514935561573,高齢者
0.6310466136187131,0.071240105509569,0.29771328043196427,高齢者
0.6223381135930734,0.07040417206849015,0.3072577139038428,高齢者
0.6216333620236172,0.06342311031128449,0.3149435272306935,高齢者
0.6286215976169353,0.05706760313561563,0.31431079880846763,高齢者
0.6377392075488477,0.047619047597855346,0.31464174440825915,高齢者
0.6383829406315491,0.040870724104455476,0.3207463348197484,高齢者
0.6409799551710558,0.03385300666643519,0.32516703771707484,高齢者
0.6427312772498982,0.021145374440024064,0.3361233478695492,高齢者
0.6376429196844139,0.018029903246248945,0.3443271766295835,高齢者
0.6336980303572438,0.017943107213154,0.34835886199196553,高齢者
0.6739636699236313,0.017233348850846136,0.30880298075975643,高齢者
0.6910219671962646,0.016236867231978574,0.29274116509420195,高齢者
0.6995666823786391,0.01540683677640499,0.2850264803634923,高齢者
0.7040963852028451,0.014939759028944696,0.2809638552862825,高齢者
0.7070463317050935,0.014961389954169214,0.27799227785811187,高齢者
0.708131655029946,0.014520813158508804,0.27734753132751816,高齢者
0.7093810441444,0.014506769818903883,0.27611218555313727,高齢者
0.7049495431499522,0.015377222481798548,0.2796732338877111,高齢者
0.699476937375427,0.017118402274313646,0.28340465987474817,高齢者
0.697443181487953,0.017518939385644444,0.2850378786529177,高齢者
0.6910722717566972,0.017477562580312914,0.29145016519062344,高齢者
0.6767021766203325,0.019916628059325325,0.3033811948571648,高齢者
0.6666666663643236,0.023582766429214166,0.3097505667529476,高齢者
0.6544150602176535,0.024204392638187185,0.32138054669592986,高齢者
0.6825396822210366,0.020541549943724768,0.2969187673683853,高齢者
0.7081766913965335,0.017857142848751343,0.27396616528479034,高齢者
0.7405286340350095,0.015418502195850881,0.2440528633286111,高齢者
0.7461368650127431,0.014128035313850758,0.23973509923190506,高齢者
0.745836984773954,0.015337423306162392,0.23882559148167154,高齢者
0.7473776220509714,0.015297202790516957,0.2373251747214488,高齢者
0.7585757704044396,0.01432913590346108,0.22709509325788316,高齢者
0.7745013006181695,0.013443191668064531,0.2120555072801147,高齢者
0.7704634037373481,0.0134257254164462,0.21611087041311786,高齢者
0.7326502092535397,0.01769911503600414,0.24965067524468995,高齢者
0.7217644203966241,0.017935046040748887,0.260300533077896,高齢者
0.7165048540211142,0.02233009707653879,0.2611650484169102,高齢者
0.7103877449926339,0.03303015795450926,0.25658209657415887,高齢者
0.7004854365531624,0.028640776685125838,0.2708737862762749,高齢者
0.705479451709648,0.024461839518365048,0.27005870828275014,高齢者
0.707149852738908,0.02448579822503144,0.26836434854634456,高齢者
0.7135850903807822,0.02256007845877387,0.2638548306700074,高齢者
0.7140748027981915,0.02116141731242056,0.2647637793972619,高齢者
0.7137931030966536,0.021182265999417603,0.2650246304113179,高齢者
0.710500490328508,0.023061825307624226,0.2664376838731905,高齢者
0.7093137251424932,0.023039215674980774,0.26764705869232985,高齢者
0.7057381065690347,0.02256007845877387,0.27170181448175484,高齢者
0.7091535429580937,0.02066929132841078,0.2701771652213695,高齢者
0.7183449647465877,0.020937188424258627,0.2607178463306491,高齢者
0.7094227919539108,0.019733596438217267,0.270843611114532,高齢者
0.7045231068316012,0.019665683372829063,0.2758112093039276,高齢者
0.7230614296459912,0.0196374622257616,0.25730110762472247,高齢者
0.7123015869482631,0.018353174594070844,0.2693452379616343,高齢者
0.7125124127544625,0.018371400189487883,0.26911618655952524,高齢者
0.7101879323886311,0.018793273976857924,0.27101879313995114,高齢者
0.7219708392549166,0.01960784312739676,0.2584213171149214,高齢者
0.7297709919950275,0.02137404579064934,0.24885496170541732,高齢者
0.7244488974326407,0.02154308616155156,0.2540080159048056,高齢者
0.7213359916643389,0.021435692910550502,0.257228314926606,高齢者
0.707449432310089,0.0202269363491727,0.2723236308473983,高齢者
0.7061728391574454,0.020246913570248437,0.27358024677847886,高齢者
0.7043435337096033,0.020730503444851674,0.2749259623519615,高齢者
0.7046913576766956,0.02123456789074836,0.27407407393872885,高齢者
0.7093253964735489,0.018353174594070844,0.2723214284363485,高齢者
0.7160060207144977,0.018063221265397278,0.2659307575183488,高齢者
0.7268565611765734,0.019837232950235383,0.2533062053645441,高齢者
0.7297297293576085,0.01988781233050086,0.25038245780194673,高齢者
0.7336400814245193,0.01840490796605066,0.2479550100981825,高齢者
0.7411167508928341,0.017766497452910406,0.24111675114664122,高齢者
0.7693416622924836,0.015857760684354752,0.21480057654262347,高齢者
0.7946554145360266,0.015471167362648305,0.18987341763250193,高齢者
0.8343558278796092,0.013496932509817205,0.15214723920157577,高齢者
0.823192239495947,0.014550264543849091,0.16225749551928684,高齢者
